Rank,Book Name,Simile,Tenor,Vehicle,Shared Property
37,The Brothers Karamazov,"“yes, if you like, ‘everything is lawful’ since the word has been said.",word,everything,
37,The Brothers Karamazov,the strange resemblance flashed like an arrow through alyosha’s mind in the distress and dejection of that moment.,resemblance,arrow,
37,The Brothers Karamazov,"“is it possible that a miserable, contemptible creature like that can worry me so much?” he wondered, with insufferable irritation.",creature,miserable,
37,The Brothers Karamazov,"if you miss her and don’t let me know she’s been—i’ll kill you before any one.’ when the night’s over, in the morning, he, too, like fyodor pavlovitch, begins worrying me to death.",he,pavlovitch,
37,The Brothers Karamazov,"he won’t kill you; it’s not you he’ll kill!” “he’d kill me first of all, like a fly.","""he""","""fly""",
37,The Brothers Karamazov,she wouldn’t marry a beggar like dmitri fyodorovitch.,she,beggar,
37,The Brothers Karamazov,ivan went out on to the stairs twice to listen like this.,Ivan,stairs,
37,The Brothers Karamazov,"this gorstkin looks like a peasant, he wears a blue kaftan, but he is a regular rogue.",gorstkin,peasant,
37,The Brothers Karamazov,"“this is what i think of you, you will go forth from these walls, but will live like a monk in the world.",you,monk,
37,The Brothers Karamazov,"it is marvelous, fathers and teachers, that alexey, who has some, though not a great, resemblance in face, seems to me so like him spiritually, that many times i have taken him for that young man, my brother, mysteriously come back to me at the end of my pilgrimage, as a reminder and an inspiration.",Alexey,man,
37,The Brothers Karamazov,"i should like to tell you, dear friends, of that youth, my brother, for there has been no presence in my life more precious, more significant and touching.",brother,precious,
37,The Brothers Karamazov,"it was like a last effort of love which gave him marvelous energy; only for a little time, however, for his life was cut short immediately.... but of that later.",effort,effort,
37,The Brothers Karamazov,"he had been aware, indeed, for a long time past, that he was far from well, and had a year before coolly observed at dinner to our mother and me, “my life won’t be long among you, i may not live another year,” which seemed now like a prophecy.",Life,Prophecy,
37,The Brothers Karamazov,"“dear ones,” he would say to them, “what have i done that you should love me so, how can you love any one like me, and how was it i did not know, i did not appreciate it before?” when the servants came in to him he would say continually, “dear, kind people, why are you doing so much for me, do i deserve to be waited on?",servants,ones,
37,The Brothers Karamazov,"he put his hands on my shoulders and looked into my face tenderly, lovingly; he said nothing for a minute, only looked at me like that.",face,gaze,
37,The Brothers Karamazov,"and the devil smote his children and his cattle and scattered his wealth, all of a sudden like a thunderbolt from heaven.",devil,thunderbolt,
37,The Brothers Karamazov,"it is like a mold cast of the world and man and human nature, everything is there, and a law for everything for all the ages.",world,cast,
37,The Brothers Karamazov,"fathers and teachers, forgive me and don’t be angry, that like a little child i’ve been babbling of what you know long ago, and can teach me a hundred times more skillfully.",I,child,
37,The Brothers Karamazov,"only a little tiny seed is needed—drop it into the heart of the peasant and it won’t die, it will live in his soul all his life, it will be hidden in the midst of his darkness and sin, like a bright spot, like a great reminder.",seed,spot,
37,The Brothers Karamazov,"i have deserved it!” “will you shoot, sir, or not?” “no, i won’t,” i said; “if you like, fire at me again, but it would be better for you not to fire.” the seconds, especially mine, were shouting too: “can you disgrace the regiment like this, facing your antagonist and begging his forgiveness!",I,fire,
37,The Brothers Karamazov,"his passion flamed up at the sight of her asleep, and then vindictive, jealous anger took possession of his heart, and like a drunken man, beside himself, he thrust a knife into her heart, so that she did not even cry out.",passion  ,flame,
37,The Brothers Karamazov,"we preserve the image of christ, and it will shine forth like a precious diamond to the whole world.",image,diamond,
37,The Brothers Karamazov,"why should not my servant be like my own kindred, so that i may take him into my family and rejoice in doing so?",servant,kindred,
37,The Brothers Karamazov,people laugh and ask: “when will that time come and does it look like coming?” i believe that with christ’s help we shall accomplish this great thing.,people,time,
37,The Brothers Karamazov,"love children especially, for they too are sinless like the angels; they live to soften and purify our hearts and as it were to guide us.",children,angels,
37,The Brothers Karamazov,"loving humility is marvelously strong, the strongest of all things, and there is nothing else like it.",humility,strength,
37,The Brothers Karamazov,"my brother asked the birds to forgive him; that sounds senseless, but it is right; for all is like an ocean, all is flowing and blending; a touch in one place sets up movement at the other end of the earth.",all,ocean,
37,The Brothers Karamazov,"it’s all like an ocean, i tell you.",it,ocean,
37,The Brothers Karamazov,"for accepting the love of the righteous together with the impossibility of repaying it, by this submissiveness and the effect of this humility, they will attain at last, as it were, to a certain semblance of that active love which they scorned in life, to something like its outward expression.... i am sorry, friends and brothers, that i cannot express this clearly.",love,semblance,
37,The Brothers Karamazov,they live upon their vindictive pride like a starving man in the desert sucking blood out of his own body.,pride,man,
37,The Brothers Karamazov,"think only where he is now, at this moment!” alyosha glanced at him, uncovering his face, which was swollen with crying like a child’s, but turned away at once without uttering a word and hid his face in his hands again.",Face,face,
37,The Brothers Karamazov,"little by little, all the sensible monks were reduced to silence like father iosif.",Monks,iosif,
37,The Brothers Karamazov,"“i admire your fasting and severities, but you speak lightly like some frivolous youth, fickle and childish.",**Youth**,**Frivolousness**,
37,The Brothers Karamazov,"“you are proud and puffed up, this is a vain place!” he shouted suddenly like a madman, and with a wave of his hand he turned quickly and quickly descended the steps.",you,madman,
37,The Brothers Karamazov,"christ has conquered the setting sun!” he shouted frantically, stretching up his hands to the sun, and falling face downwards on the ground, he sobbed like a little child, shaken by his tears and spreading out his arms on the ground.",Christ,conquering,
37,The Brothers Karamazov,so you can shout at people like other mortals.,People,mortals,
37,The Brothers Karamazov,you are highly delighted ... i’ve never seen you like this before.,you  ,delighted,
37,The Brothers Karamazov,"do you suppose i want to be talking to you, rakitin, while a prince like this is standing here.",prince,rakitin,
37,The Brothers Karamazov,"let me sit on your knee, alyosha, like this.” she suddenly skipped forward and jumped, laughing, on his knee, like a nestling kitten, with her right arm about his neck.",Alyosha,kitten,
